media_id,Media_vehicle
14186,Smart Bus Shelter - Kellys Bridge - Perambur to Medavakkam
14187,Smart Bus Shelter - Medavakkam - Perambur to Medavakkam
14188,Smart Bus Shelter - RK Mutt Mylapore - T Nagar to Mylapore
14190,Smart Bus Shelter - Dr. Nair Road Nr. Holy Angels - Gemini to Teynampet
14191,Smart Bus Shelter - Theyagaraya Salai Nr Pangal Park - Teynampet to Mambalam
14192,"Smart Bus Shelter - Pondy Bazar, Nr Big Bazar - Teynampet to Gemini"
14193,Smart Bus Shelter - Thanikachalam Road - Gemini to Teynampet
14194,Smart Bus Shelter - South Usman Road  - Teynampet to Gemini
14196,Smart Bus Shelter - Millers Road Nr Motcham  - Medavakkam to Perambur
14206,"Smart Bus Shelter - Little Mount, Nr Court  - Saidapet to Little Mount"
14207,Smart Bus Shelter - Velachery High Road Nr Guru Nanak College - Velacherry to Saidapet
14209,Smart Bus Shelter - TTK Road - Sardar Patel Marg to Kamaraj Nagar
14210,Bus Shelter - Vanimahal - Gemini to Teynampet
14211,Bus Shelter - T Nagar - Teynampet to Gemini
14212,Bus Shelter - Saidapet Court - Little Mount to Saidapet
14213,Bus Shelter - Saidapet - Saidapet to Little Mount
14214,Bus Shelter - Guindy Railway station - Trade Centre to Guindy
14217,Bus Shelter - DMS  - Mylapore to T Nagar
14219,Bus Shelter - Butt Road  - Alandur to Mount Metro Station
14221,Bus Shelter - R.K.Salai - T Nagar to Mylapore
14223,Bus Shelter - Ramchandra College - Mylapore to T Nagar
14224,Bus Shelter - Kovilambakkam - T Nagar to Mylapore
14227,Billboard - T Nagar - Gemini to Teynampet
14236,Billboard - Nungambakkam - Chetpet to Nungambakkam
14241,Billboard - Adyar flyover - Kamaraj Nagar to Sardar Patel Marg
14252,Billboard - Guindy Race Club Road  - Guindy to Trade Centre
14254,Billboard - Adyar LB Road Flyover  - Sardar Patel Marg to Kamaraj Nagar
14256,Billboard - Thiruvanmiyur Bus Terminus Corner Jn - Gemini to Teynampet
14257,Billboard - Guindy Bhut Road  - Trade Centre to Guindy
14258,Billboard - Guindy Bhut Road  - Guindy to Trade Centre
14260,Billboard - O M R Karapakkam - Tidel Park to Karappakam
14261,Billboard - R K Mutt Road - T Nagar to Mylapore
14263,Billboard - Vadapalani  - Vadapalani to Kamala Cinema
14267,Unipole - Airport Road  - Airport to City
14268,Unipole - Nandambakkam  - Guindy to Nandambakkam
14269,Billboard - Nandambakkam  - Nandambakkam to Guindy
14270,Billboard - Guindy Kathibara Flyover - Trade Centre to Guindy
14271,Billboard - Airport Road - City to Airport
14272,Billboard - Airport Road  - Airport to City
14273,Unipole - ECR Thiruvanmiyur - ECR to Adyar
14274,Unipole - Airport Road  - City to Airport
14275,Billboard - Nungambakkam Sterling Road - Nungambakkam to Chetpet
14276,Billboard - Medavakkam - Medavakkam to Perambur
14277,Billboard - Guindy Kathibara - Guindy to Trade Centre
14279,Billboard - Vadapalani Signal - Kamala Cinema to Vadapalani
14282,Billboard - Kathibara Flyover - Guindy to Kathipara
14283,Billboard - Nungambakkam Sterling Road - Chetpet to Nungambakkam
14284,Billboard - T Nagar - Teynampet to Gemini
14286,Billboard - OMR Perungudi - Mahaballipuram to Adyar
14287,Billboard - T.Nagar Opp Pothys  - Gemini to Teynampet
14291,Billboard - T.Nagar Venkatnarayana  - Teynampet to Gemini
14292,Billboard - Besant Nagar  - Around Besant Nagar 
14295,Billboard - Saidapet  - Little Mount to Saidapet
14297,Billboard - Nandambakkam DLF City - Guindy to Nandambakkam
14298,Billboard - Pallavaram  - Around GST Road
14301,Billboard - ECR - Adyar to ECR
14303,Billboard - OMR Thangavelu Engineering College - Karappakam to Tidel Park
14305,Billboard - Raja Annamalaipuram  - Sardar Patel Marg to Kamaraj Nagar
14306,Billboard - OMR near Golf Village - Tidel Park to Karappakam
14307,Billboard - T.Nagar North Usman Road  - Gemini to Teynampet
14309,Billboard - Old Mahabalipuram Road  - Gemini to Teynampet
14310,Billboard - Medavakkam - Perambur to Medavakkam
14312,Foot Over Bridge - Nungambakkam Haddows  Road  - Nungambakkam to Chetpet
14314,Billboard - ECR Neelangarai  - ECR to Adyar
14317,Billboard - Ekaduthangal  - Around Ekaduthangal 
14318,Billboard - Butt Road - Mount Metro Station to Alandur
14320,Billboard - Tambaram - Chrompet to Tambaram
14321,Billboard - Pallavaram - Around GST Road
14322,Billboard - Ekaduthangal  - Around Ekaduthangal 
14323,Billboard - Tiruvanmiyur  - Teynampet to Gemini
14326,Billboard - Velachery Phoenix Mall Entrance  - Saidapet to Velacherry
14328,Billboard - OMR Karapakkam  - Karapakkam to Tidel park
14331,Billboard - Vadapalani - Vadapalani to Kamala Cinema
14335,Billboard - Pallavaram - Around GST Road
14336,Billboard - Tambaram - Tambaram to Chrompet
14338,Bridge Panel - Saidapet Arangnathan - Saidapet to Little Mount
14339,Billboard - Sholinganallur - Adyar to ECR
14340,Billboard - Chennai Tambaram Bypass Road - Chrompet to Tambaram
14341,Billboard - Chennai Tambaram Bypass Road - Tambaram to Chrompet
14345,Billboard - Airport Exit Check Post - Airport to City
14347,Billboard - Adyar L.B.Road  - Kamaraj Nagar to Sardar Patel Marg
14348,Billboard - Nungambakkam Opp.Palmgrove  - Chetpet to Nungambakkam
14352,Billboard - Tiruvanmiyur - Gemini to Teynampet
14358,Billboard - Vadapalani - Kamala Cinema to Vadapalani
14360,Bridge Panel - Citi Center - Mylapore to T Nagar
14363,Billboard - Chrompet - Chrompet to Guindy
14364,Billboard - Chrompet - Guindy to Chrompet
14365,Billboard - OMR road - Kamaraj Nagar to Sardar Patel Marg
14366,"Billboard - OMR, Thiruvanmyur  - Teynampet to Gemini"
14367,"Billboard - OMR, Thiruvanmyur  - Gemini to Teynampet"
14368,Billboard - Dr. Nair Bridge - Teynampet to Gemini
14369,Billboard - Dr. Nair Bridge - Gemini to Teynampet
14376,Billboard - Tidel park JN - Teynampet to Gemini
14377,Billboard - Tidel park JN - Gemini to Teynampet
14378,Billboard - Tidel park JN - Teynampet to Gemini
14379,Billboard - Tidel park JN - Gemini to Teynampet
14380,Bus Shelter - IT Corridor - T Nagar to Mylapore
14384,Billboard - North Usman Road - Teynampet to Gemini
14395,Unipole - West Tambaram Railway Station  - Around West Tambaram Railway Station 
14396,Unipole - West Tambaram Railway Station  - Around West Tambaram Railway Station 
14397,Unipole - West Tambaram Railway Station  - Around West Tambaram Railway Station 
14398,Billboard - West Tambaram Railway Station  - Around West Tambaram Railway Station 
14399,Billboard - West Tambaram Railway Station  - Around West Tambaram Railway Station 
14400,Gantry - West Tambaram Railway Station  - Around West Tambaram Railway Station 
14407,Foot Over Bridge - Tidel Park FOB  - Gemini to Teynampet
14408,Foot Over Bridge - Tidel Park FOB  - Teynampet to Gemini
14411,Foot Over Bridge - India Infoline  - Sardar Patel Marg to Kamaraj Nagar
14412,Foot Over Bridge - India Infoline  - Kamaraj Nagar to Sardar Patel Marg
14417,Foot Over Bridge - Mettukuppam Near AKDR Golf - Adyar to Mahaballipuram
14418,Foot Over Bridge - Mettukuppam Near AKDR Golf - Mahaballipuram to Adyar
14419,Foot Over Bridge - PTC Near AKDR Tower  - Adyar to Mahaballipuram
14420,Foot Over Bridge - PTC Near AKDR Tower  - Mahaballipuram to Adyar
14421,Foot Over Bridge - Infosys - Around Indra Nagar
14428,Pole Kiosks - VHS hospital to Women`s Polytechnic college - Around Madhyakailash
14430,Traffic Booth - Velachery Gurunanak college - Velachery to Saidapet
14431,Traffic Booth - Mandaveli - Mylapore to T Nagar
14432,Traffic Booth - T. Nagar Lalitha Jewellery - T Nagar to Mylapore
21598,Bus Shelter - Indiranagar Station - Around Indiranagar Station 
21599,Bus Shelter - Tiruvanmiyar Station - Around Tiruvanmiyar Station
21600,Bus Shelter - Opp Niift - Around Niift
21601,Bus Shelter - Tidel Park - Around Tidel Park
21602,Bus Shelter - Womens Polytechnic - Around Womens Polytechnic
21603,Bus Shelter - Madhya Kailash - Around Madhya Kailash
21604,Bus Shelter - Tiruvanmiyar Station - Around Tiruvanmiyar Station
21605,Billboard - Muttukadu - Around Muttukadu
14383,Gantry - Perungudi - Arumbakkam to Anna Nagar
14037,Bridge Panel - Chetpet Harrington Road  - Around Chetpet
14038,Billboard - Harrington road - Around Chetpet
14045,Billboard - Kodambakkam Bridge - Kodambakkam to Arumbakkam
14046,Billboard - Nelson Manickam Road - Around Nelson Manickam Road
14053,Billboard - Nelson Manickam Road - Around Nelson Manickam Road
14057,Billboard - Chindamani Roundana - Padi Bridge to Avadi Bridge
14061,Billboard - West Mambalam Near Durai Samy Subway - Arumbakkam to Kodambakkam
14072,Billboard - Kodambakkam - Ambal Nagar to Kodambakkam
14078,Billboard - Anna Nagar - Arumbakkam to Anna Nagar
14080,Billboard - Kodambakkam - Kodambakkam to Arumbakkam
14093,Billboard - Nelson Manickam Road - Around Nelson Manickam Road
14094,Billboard - Nelson Manickam Road - Around Nelson Manickam Road
14103,Billboard - Power House Ambedkar Statue Signal - Kodambakkam to Ambal Nagar
14104,Billboard - Kodambakkam Hyundai Signal - Ambal Nagar to Kodambakkam
14105,Billboard - Kamala theatre turning corner - Ambal Nagar to Kodambakkam
14106,Billboard - Kodambakkam Bridge - Arumbakkam to Kodambakkam
14107,Billboard - Near Lakshman Shruthi  - Ambal Nagar to Kodambakkam
14133,Billboard - Arakkonam - Padi Bridge to Avadi Bridge
14135,Unipole - Padi Bridge  - Padi Bridge to Avadi Bridge
14136,Unipole - Padi Bridge  - Avadi Bridge to Padi Bridge
14137,Unipole - Padi Bridge  - Padi Bridge to Avadi Bridge
14157,Smart Bus Shelter - Annanagar Chinthamani Opp Girias - Anna Nagar to Arumbakkam
14158,"Smart Bus Shelter - Anna Nagar, Opp. Hot Chips - Arumbakkam to Anna Nagar"
14163,Smart Bus Shelter - Anna Nagar Arch - Anna Nagar to Arumbakkam
14167,Smart Bus Shelter - Spaurtank Road Nr RTO office - Chetpet to Ambal Nagar
14168,"Smart Bus Shelter - Annanagar, Nr Iyyappan Temple - Ambal Nagar to Chetpet"
14172,Smart Bus Shelter - Kodambakkam Highroad - Ambal Nagar to Kodambakkam
14174,"Smart Bus Shelter - Annanagar Roundana ,Nr Shahs showroom - Anna Nagar to Arumbakkam"
14178,Smart Bus Shelter - Ashok nagar - Indira Nagar to Arumbakkam
14179,Smart Bus Shelter - Ashok nagar - Arumbakkam to Indira Nagar
14183,Smart Bus Shelter - Vepery Vertinary College  - Arumbakkam to Anna Nagar
14184,Smart Bus Shelter - Vepery Vertinary College  - Anna Nagar to Arumbakkam
14185,Smart Bus Shelter - 3rd Avenue Periperal Hospital Annanagar - Arumbakkam to Anna Nagar
14195,Smart Bus Shelter - Nelson Manickam Road - Around Nelson Manickam Road
14198,Smart Bus Shelter - New Avadi Road - Anna Nagar to Arumbakkam
14199,Smart Bus Shelter - Kilpauk Garden Road Nr Oriental Bank - Ambal Nagar to Chetpet
14200,Smart Bus Shelter - Kilpauk Garden Road Nr Cemetry - Chetpet to Ambal Nagar
14203,"Smart Bus Shelter - Arcot Road, Infront of Meenakshi College - Kodambakkam to Ambal Nagar"
14204,"Smart Bus Shelter - Arcot Road, Opp Avichi School - Ambal Nagar to Kodambakkam"
14205,Smart Bus Shelter - Kamaraj Salai Opp Anna Square  - Arumbakkam to Anna Nagar
14216,Bus Shelter - Nelson Manickam Road - Around Nelson Manickam Road
14228,Billboard - Arcort road - Kodambakkam to Ambal Nagar
14229,Billboard - Arcort road - Ambal Nagar to Kodambakkam
14230,Billboard - Arcort road - Kodambakkam to Ambal Nagar
14231,Billboard - Kodambakkam Highroad - Ambal Nagar to Kodambakkam
14250,Billboard - Koyambedu Bus Terminus  - Around Koyambedu
14253,Billboard - Anna Nagar Kilpak Garden Rd  - Anna Nagar to Arumbakkam
14262,Billboard - Koyambedu  - Around Koyambedu
14264,Billboard - Ashok Pillar - Indira Nagar to Arumbakkam
14280,Billboard - Kodambakkam - Arumbakkam to Kodambakkam
14285,Billboard - Ashok Nagar  - Arumbakkam to Indira Nagar
14288,Billboard - Vadapalani Near Ram theatre - Ambal Nagar to Kodambakkam
14289,Billboard - Vadapalani Near Ram theatre - Kodambakkam to Ambal Nagar
14294,Billboard - Ashok Nagar  - Indira Nagar to Arumbakkam
14296,Billboard - Anna Nagar  - Arumbakkam to Anna Nagar
14315,Billboard - Kodambakkam    - Kodambakkam to Arumbakkam
14316,Billboard - Kodambakkam Bridge - Ambal Nagar to Kodambakkam
14324,Billboard - Kodambakkam Gokulam Signal  - Ambal Nagar to Kodambakkam
14329,Billboard - New Avadi Road near Anna Nagar - Anna Nagar to Arumbakkam
14342,Billboard - Koyambedu  - Around Koyambedu
14346,Billboard - Kodambakkam Flyover  - Arumbakkam to Kodambakkam
14349,Billboard - Kodambakkam Power House  - Ambal Nagar to Kodambakkam
14356,Billboard - Nelson Manickam Road - Around Nelson Manickam Road
14357,Billboard - Nelson Manickam Road - Around Nelson Manickam Road
14361,Billboard - Chetpet Bridge - T Nagar to Mylapore
14362,Billboard - Chetpet Bridge - Ambal Nagar to Chetpet
14390,Billboard - Anna Flyover at Salem - Anna Nagar to Arumbakkam
14391,Billboard - Anna Flyover at Salem  - Arumbakkam to Anna Nagar
14392,Billboard - Anna Flyover at Salem  - Anna Nagar to Arumbakkam
14413,Foot Over Bridge - Before Perungudi Toll Plaza  - Arumbakkam to Anna Nagar
14414,Foot Over Bridge - Before Perungudi Toll Plaza  - Anna Nagar to Arumbakkam
14415,Foot Over Bridge - After Perungudi Toll Plaza  - Arumbakkam to Anna Nagar
14416,Foot Over Bridge - After Perungudi Toll Plaza  - Anna Nagar to Arumbakkam
21597,Bus Shelter - Kasturba Station - Around Kasturba Station
14308,Billboard - Maduravoyal City Entrance - Around Chennai Bypass
14118,Billboard - Ambattur - Surappet Road  - Ambattur to Puzahal junction
14119,Billboard - Ambattur-Set Board- opp Vivekanandha School - Ambattur to Puzahal junction
14120,Billboard - Surappet - Ambattur Road Towards Puzhal Junction - Puzahal junction to Ambattur
14290,Billboard - Vanagaram - Around Chennai Bypass
14327,Billboard - Ambattur Near Ambit park - Ambttur to Puzahal Junction
14354,Billboard - Mogappair West - Around Chennai Bypass
14035,Unipole - Central Railway Station - Around Central Railway Station
14036,Unipole - Chennai Central - Around Central Railway Station
14041,Billboard - Central Railway Station - Around Central Railway Station
14042,Billboard - Arumbakkam - Around Arumbakkam
14055,Billboard - Egmore  - College Road to Egmore
14060,Billboard - Cenotoph Road - Teynampet to Gemini Flyover
14073,Billboard - Mount road Near Gemini flyover - Teynampet to Gemini
14074,Billboard - Mount Road Periyar Bridge - Gemini to Teynampet
14075,Billboard - Mount Road Periyar Bridge - Teynampet to Gemini
14076,Billboard - Mount Road Periyar Bridge - Gemini to Teynampet
14081,Unipole - Parrys Junction - Arumbakkam to Kodambakkam
14083,Billboard - Royapettah Express Mall  - Mylapore to T Nagar
14087,Billboard -    Chamiers Road  - Nadnanam to  T Nagar
14091,Billboard -     Royapettah - T Nagar to Mylapore
14092,Billboard -     Royapettah Signal - Mylapore to T Nagar
14108,Billboard - Cathedral Road  towards Beach - Citi Centre to Gemini Flyover
14134,Unipole - Egmore P H Road - Egmore to College Road
14156,Unipole - Mount Road  - Teynampet to Gemini
14161,Smart Bus Shelter - Gandhi Irwin Road Nr Nest Hotel - Egmore to College Road
14162,"Smart Bus Shelter - Cathedral road, Opp. US Consulate  - Gemini Flyover to Citi Centre"
14165,"Smart Bus Shelter - College Road, Sankaranethralaya - College Road to Greams Road"
14166,Smart Bus Shelter - College Road Metrological Dept - Greams Road to College Road
14169,"Smart Bus Shelter - Gandhi Irwinroad,Opp Rly Quarters - College Road to Egmore"
14170,Smart Bus Shelter - Casa Major Road - Egmore to College Road
14171,Smart Bus Shelter - Pantheon road Commissioner office - College Road to Egmore
14173,"Smart Bus Shelter - Evening Bazar, Opp Memorial Hall - Kodambakkam to Arumbakkam"
14175,Smart Bus Shelter - Egmore Rly Station  - College Road to Egmore
14176,"Smart Bus Shelter - NSC Bose Road, Nr Parry Building - Arumbakkam to Kodambakkam"
14177,Smart Bus Shelter - Rajaji Salai Opp Beach - Kodambakkam to Arumbakkam
14180,Smart Bus Shelter - Egmore CMDA - Egmore to College Road
14181,Smart Bus Shelter - Egmore High Rd Presidency school - College Road to Egmore
14182,Smart Bus Shelter - Adithanar salai Egmore court - Egmore to College Road
14189,Smart Bus Shelter - Pudupet Haris Rd Nr casino theatre - Teynampet to Gemini
14208,Smart Bus Shelter - Royapettah High Road Nr Express Avenue - T Nagar to Mylapore
14215,Bus Shelter - Connemara - College Road to Egmore
14218,Bus Shelter - Royapettah - Mylapore to T Nagar
14220,Bus Shelter - Connemara - Egmore to College Road
14222,Bus Shelter -    Chamiers Road  - T nagar to Nandanam
14225,Billboard - Nandanam - Around Nandanam
14226,Billboard - Nandanam - Around Nandanam
14232,Billboard - Royapettah - T Nagar to Mylapore
14233,Billboard - Teynampet - Gemini Flyover to Teynampet
14234,Billboard - G.P. Road - Teynampet to Gemini
14235,Billboard - G.P. Road  - Gemini to Teynampet
14237,Billboard - Teynampet - Teynampet to Gemini Flyover
14238,Billboard - Teynampet - Gemini Flyover to Teynampet
14239,Billboard - Wallajah Road  - Egmore to College Road
14240,Billboard - Teynampet - Teynampet to Gemini Flyover
14242,Billboard - Mount Road -Thousand Light jn  - Gemini to Teynampet
14243,"Billboard - Mount Road, Gemini Flyover  - Teynampet to Gemini"
14244,Billboard - G P Road opp Express mall  - Gemini to Teynampet
14245,Billboard - Mount road gemini - Gemini to Teynampet
14246,Billboard - Cathedral  Road - Citi Centre to Gemini Flyover
14247,Billboard - Teynampet jn  - Gemini Flyover to Teynampet
14248,Billboard - Mount road church park school - Teynampet to Gemini
14249,Billboard - Mount Road 1000 light jn - Gemini to Teynampet
14251,Billboard - Mount Rd 1000 light jn  - Teynampet to Gemini
14255,Billboard - Chamers Road Flyover  - Nadanandam to T nagar
14265,Billboard - Mount Road Gemini Flyover - Gemini to Teynampet
14266,Unipole - Mount Road Near Bata - Teynampet to Gemini
14281,Billboard - Mount Road Anna Theatre - Gemini to Teynampet
14293,Billboard - Alwarpet - T nagar to Nandanam
14299,Billboard - Mount Road Near LIC - Teynampet to Gemini
14300,Billboard - Thousand Lights Greams Road  - Around Thousand Light Gemini flyover
14302,Billboard - 100 Feet Road MMDA - Around Arumbakkam
14304,Billboard - Cenotaph road - Teynampet to Gemini Flyover
14311,Billboard - Egmore - College Road to Egmore
14313,Billboard - Mount Road Eldams Road Signal  - Gemini to Teynampet
14319,Billboard - Cathedral Road - Gemini Flyover to Citi Centre
14325,Billboard - Mount Road Thousand Lights  - Teynampet to Gemini
14337,Billboard - Wallajah Road - Egmore to College Road
14343,Billboard - Mount Road Thousand Lights - Gemini to Teynampet
14350,Billboard - Mount Road Eldams Road Signal  - Teynampet to Gemini
14351,Billboard - Mount Road Eldams Road Signal  - Gemini to Teynampet
14355,Billboard - Arumbakkam - Around Arumbakkam
14359,Unipole - Central Railway Station - Around Central Railway Station
14372,"Billboard - Parrys Corner, Opp Parrys Building - Arumbakkam to Kodambakkam"
14373,"Billboard - Parrys Corner, Opp Parrys Building - Kodambakkam to Arumbakkam"
14374,"Billboard - Parrys Corner, Opp Parrys Building - Arumbakkam to Kodambakkam"
14375,"Billboard - Parrys Corner, Opp Parrys Building - Kodambakkam to Arumbakkam"
14381,Bus Shelter - IT Corridor Model Bus Shelter - Teynampet to Gemini
14385,Billboard - Teynampet towards Gemini Flyover - Gemini Flyover to Teynampet
14387,Billboard - Central Railway Station - Around Central Railway Station
14388,Billboard - Fort Railway station - Arumbakkam to Kodambakkam
14393,Billboard - Near Fort road Jn - Around Fort Railway Station
14394,Billboard - Near Fort road Jn - Around Fort Railway Station
14409,Foot Over Bridge - YMCA  - Around Nandanam
14410,Foot Over Bridge - YMCA  - Around Nandanam
14424,Foot Over Bridge - Hotel Asiana - Gemini to Teynampet
14425,Foot Over Bridge - Hotel Asiana - Teynampet to Gemini
14429,Traffic Booth - Gemini Flyover - Around Thousand Light Gemini flyover
14992,Billboard - Mahim Causeway - Evening traffic
15092,Foot Over Bridge - Mahim Causeway  -  Mahim to Bandra
15594,Foot Over Bridge - BKC Junction   - Bandra to Kurla
15595,Foot Over Bridge - BKC Junction - Kurla to Bandra
24340,Billboard - Sion  - Evening traffic
25500,Billboard - Mahim Causway  - Evening traffic
25501,Billboard - Mahim Causway  - Morning Traffic
25574,Gantry - Mahim Causway  - Morning Traffic
25602,Unipole - Lower Parel -  Morning Traffic
25656,Billboard - Mahim - Evening Traffic
25658,Billboard - Mahim - Morning Traffic
23029,Billboard - Chunabhatti  - Sion to Mulund
23030,Billboard - Chunabhatti  - Sion to Mulund
23027,Billboard - Chunabhatti  - Sion to Mulund
23028,Billboard - Chunabhatti  - Sion to Mulund
23025,Billboard - Chunabhatti  - Mulund to Sion
23026,Billboard - Chunabhatti  - Mulund to Sion
23024,Billboard - Chunabhatti  - Mulund to Sion
24276,Billboard - Mahim L.J. Road Opp. City Light Cinema - Town to Sub-urbs
24277,Billboard - Mahim-Bandra On F.O.B. Bridge - Sub-urbs to Town
14827,Billboard - Elphistone - Parel to Kings Circle
14828,Billboard - Elphistone - Kings Circle to Parel
14829,Billboard - Elphistone - Parel to Kings Circle
14844,Billboard - Lalbaug - Lalbaug to Wadala
14845,Billboard - Dadar (E) - Kings Circle to Parel
14846,Billboard - Dadar - Parel to Kings Circle
14847,Billboard - Dadar (E) - Dadar Railway Station platform
14848,Billboard - Dadar (E) - Parel to Kings Circle
14849,Billboard - Dadar - Kings Circle to Parel
14850,Billboard - Dadar (E) - Parel to Kings Circle
14851,Billboard - Dadar (E) - Dadar Railway Station platform
14852,Billboard - Dadar (E) - Parel to Kings Circle
14857,Billboard - Dadar Tilak Bridge - Dadar to Matunga
14858,Billboard - Dadar Tilak Bridge - Matunga to Dadar
14859,Billboard - Dadar Tilak Bridge - Dadar to Matunga
14861,Billboard - Dadar Tilak Bridge - Dadar to Matunga
14862,Billboard - Dadar Tilak Bridge - Matunga to Dadar
14863,Billboard - Dadar Tilak Bridge - Dadar to Matunga
14864,Billboard - Dadar - Kings Circle to Parel
14865,Billboard - Dadar - Parel to Kings Circle
14866,Billboard - Dadar - Kings Circle to Parel
14872,Billboard - Tulsi Pipe Road Matunga - Dadar to Sion
14873,Billboard - Tulsi Pipe Road Matunga - Sion to Dadar
14874,Billboard - Tulsi Pipe Road Matunga - Dadar to Sion
14876,Billboard - Tulsi Pipe Road Matunga - Sion to Dadar
14877,Billboard - Tulsi Pipe Road Matunga - Dadar to Sion
14878,Billboard - Tulsi Pipe Road Mahim - Dadar to Bandra
14879,Billboard - Tulsi Pipe Road Mahim - Bandra to Dadar
14880,Billboard - Cadel Road - Prabhadevi to Mahim
14881,Billboard - Cadel Road - Mahim to Prabhadevi
14882,Billboard - Cadel Road - Prabhadevi to Mahim
14883,Billboard - Mahim Causeway - Bandra to Mahim
14884,Billboard - Mahim  - Evening traffic
14885,Billboard - Mahim Causeway - Bandra to Mahim
14886,Billboard - Mahim Causeway -  Mahim to Bandra
14887,Bridge Panel - Mahim Causeway - Bandra to Mahim
14963,Billboard - Sion - King Circle to Lalbaug
14964,Billboard - Sion - Lalbaug to King Circle 
14965,Billboard - Sion - King Circle to Lalbaug
14991,Billboard - Mahim Causeway -  Mahim to Bandra
15014,Billboard - Dadar Tilak Bridge  - Matunga to Dadar
15016,Billboard - Dadar Tilak Bridge  - Matunga to Dadar
15017,Billboard - Dadar Tilak Bridge  - Dadar to Matunga
15018,Billboard - Dadar Tilak Bridge  - Matunga to Dadar
15019,Billboard - Dadar Tilak Bridge  - Dadar to Matunga
15020,Billboard - Dadar Tilak Bridge Plaza  - Matunga to Dadar
15021,Billboard - Dadar Tilak Bridge Plaza  - Dadar to Matunga
15022,Billboard - Dadar Tilak bridge Plaza - Matunga to Dadar
15023,Billboard - Dadar Tilak bridge Plaza - Dadar to Matunga
15024,Billboard - Dadar Tilak Bridge Plaza - Matunga to Dadar
15074,Billboard - JVLR  L&T Flyover  - EEH to Jogeshwari
15075,Billboard - JVLR  L&T Flyover  - Jogeshwari to EEH
15076,Billboard - JVLR  L&T Flyover  - EEH to Jogeshwari
15082,Bridge Panel - Sion Station - Lalbaug to King Circle 
15083,Bridge Panel - Chunabhatti  - King Circle to Lalbaug
15090,Billboard - Cadell Road Shivaji Park  - Mahim to Prabhadevi
15091,Billboard - Cadell Road Shivaji Park  - Prabhadevi to Mahim
15094,Foot Over Bridge - Mahim Causeway  -  Mahim to Bandra
15095,Foot Over Bridge - Mahim Causeway  - Bandra to Mahim
15104,Billboard - Sion Flyover  - Lalbaug to King Circle 
15129,Billboard - Tilak bridge - Dadar to Matunga
15130,Billboard - TT flyover - Matunga to Dadar
15131,Billboard - TT flyover - Dadar to Matunga
15132,Billboard - Tilak bridge - Matunga to Dadar
15133,Billboard - Century bazaar - Dadar to Matunga
15134,Billboard - Century bazaar - Matunga to Dadar
15135,Billboard - L J road - Dadar to Matunga
15138,Billboard - L J road -  Mahim to Bandra
15139,Billboard - L J road - Bandra to Mahim
15185,Billboard - WEH before Fantasyland - Jogeshwari to EEH
15211,Billboard - Daulat Nagar Flyover - EEH to Jogeshwari
15261,Billboard - Sion - EE Highway to Bandra
15262,Billboard - Sion - EE Highway to Bandra
15263,Billboard - Sion - Bandra  to Eastern Express Highway
15264,Billboard - Sion - Eastern Express Highway to Bandra
15265,Billboard - Lalbaug - Lalbaug to Wadala
15266,Billboard - Lalbaug - Lalbaug to Wadala
15268,Billboard - Cadell Road Dadar Catering College  - Mahim to Prabhadevi
15269,Billboard - Cadell Road After Catering College  - Mahim to Prabhadevi
15270,"Billboard - Next To Hinduja Hospital, Cadell Road  - Prabhadevi to Mahim"
15271,"Foot Over Bridge - Hinduja Hospital Bridge Panel, Cadell Road - Mahim to Prabhadevi"
15272,"Foot Over Bridge - Hinduja Hospital Bridge Panel, Cadell Road  - Prabhadevi to Mahim"
15301,Billboard - King Circle  - Around King Circle 
15309,Billboard - Dadar Tilak Bridge - Matunga to Dadar
15310,Billboard - Dadar Tilak Bridge  - Dadar to Matunga
15311,Billboard - Dadar Tilak Bridge  - Matunga to Dadar
15312,Billboard - Dadar Tilak Bridge  - Dadar to Matunga
15315,Billboard - Mahim LJ Rd. Sitladevi Temple  - Bandra to Mahim
15319,Billboard - Dadar Tilak Bridge - Matunga to Dadar
15328,Smart Bus Shelter -  Family Court  - Bandra to Kurla
15329,Smart Bus Shelter - Reserve Bank of india - Kurla to Bandra
15330,Smart Bus Shelter -  Income Tax office  - Bandra to Kurla
15331,Smart Bus Shelter - Tata Colony - Kurla to Bandra
15332,Smart Bus Shelter - Bharat Nagar - Bandra to Kurla
15333,Smart Bus Shelter - BKC Telephone Exchange - Kurla to Bandra
15339,Smart Bus Shelter - Shyam Nagar   - Jogeshwari to EEH
15340,Smart Bus Shelter - Majas Depot - EEH to Jogeshwari
15341,Smart Bus Shelter - Kalpataru Estate - Jogeshwari to EEH
15342,Smart Bus Shelter - Kamal Amrohi Studio  - EEH to Jogeshwari
15343,Smart Bus Shelter - Kamal Amrohi Studio  - Jogeshwari to EEH
15344,Smart Bus Shelter - Seepze Village Service Rd 1 - EEH to Jogeshwari
15345,Smart Bus Shelter - Reliance Energy Training Centre - Jogeshwari to EEH
15346,Smart Bus Shelter - I.E.S. High School  - EEH to Jogeshwari
15347,Smart Bus Shelter - Seepze Village - Jogeshwari to EEH
15393,Smart Bus Shelter - Tulsi Pipe Road - Kings Circle to Parel
15394,Smart Bus Shelter - Dadar TT Circle  - Parel to Kings Circle
15395,Smart Bus Shelter - Dadar Plaza Cinema - Kings Circle to Parel
